"customer_id","Cluster","IsChurned","TotalSpent","Frequency","Recency","AvgOrderValue","OrdersPerMonth","LastPurchaseDate"
13990,"2",1,311.3,1,212.896527777778,311.3,1,2011-05-10 15:19:00
13991,"1",0,855.97,6,11.8555555555556,142.661666666667,1.5,2011-11-27 16:18:00
13992,"3",1,76.8,1,29.89375,76.8,1,2011-11-09 15:23:00
13993,"1",0,3466.36,9,42.1555555555556,385.151111111111,1.125,2011-10-28 09:06:00
13994,"1",0,2313.14,6,3.07291666666667,385.523333333333,1.2,2011-12-06 11:05:00
13995,"1",0,1393.69,5,14.9361111111111,278.738,1,2011-11-24 14:22:00
13999,"1",0,3901.81,12,9.96527777777778,325.150833333333,1.2,2011-11-29 13:40:00
14000,"2",1,635.66,1,210.833333333333,635.66,1,2011-05-12 16:50:00
14001,"1",0,2043.08,3,45.0965277777778,681.026666666667,1,2011-10-25 10:31:00
14002,"2",1,529.73,2,133.871527777778,264.865,2,2011-07-28 15:55:00
14004,"1",0,4582.64,7,42.9236111111111,654.662857142857,1.4,2011-10-27 14:40:00
14005,"1",0,2874.72,5,9.00625,574.944,1,2011-11-30 12:41:00
14006,"2",1,962.19,3,115.132638888889,320.73,1,2011-08-16 09:39:00
14009,"2",1,695.61,2,197.877083333333,347.805,2,2011-05-25 15:47:00
14012,"3",1,328.8,1,277.016666666667,328.8,1,2011-03-07 12:26:00
14013,"2",1,473.02,3,109.909027777778,157.673333333333,1,2011-08-21 15:01:00
14014,"2",0,505.18,1,76.9805555555556,505.18,1,2011-09-23 13:18:00
14015,"2",0,917.34,1,52.1166666666667,917.34,1,2011-10-18 10:02:00
14016,"1",1,4341.21,4,161.05625,1085.3025,1,2011-07-01 11:29:00
14019,"2",0,1421.61,3,46.1090277777778,473.87,1,2011-10-24 10:13:00
14020,"2",0,642.8,2,16.1444444444444,321.4,1,2011-11-23 09:22:00
14021,"2",1,631.9,3,154.877777777778,210.633333333333,1,2011-07-07 15:46:00
14022,"2",1,440,1,224.924305555556,440,1,2011-04-28 14:39:00
14023,"2",0,584.07,2,6.95277777777778,292.035,1,2011-12-02 13:58:00
14024,"3",1,327.7,2,121.055555555556,163.85,2,2011-08-10 11:30:00
14027,"3",0,104.82,1,60.1590277777778,104.82,1,2011-10-10 09:01:00
14029,"2",0,467.66,2,62.9194444444444,233.83,1,2011-10-07 14:46:00
14030,"1",0,2360.09,8,17.8347222222222,295.01125,1.33333333333333,2011-11-21 16:48:00
14031,"1",0,17286.86,19,6.81736111111111,909.834736842105,1.72727272727273,2011-12-02 17:13:00
14032,"1",0,2975.59,11,1.89375,270.508181818182,1.375,2011-12-07 15:23:00
14034,"2",0,651.82,3,21.95,217.273333333333,1.5,2011-11-17 14:02:00
14035,"1",0,1428.02,5,28.1159722222222,285.604,1,2011-11-11 10:03:00
14036,"2",1,626.65,1,284.141666666667,626.65,1,2011-02-28 09:26:00
14037,"3",1,147.2,2,175.953472222222,73.6,1,2011-06-16 13:57:00
14038,"2",0,1560.38,3,77.9673611111111,520.126666666667,1,2011-09-22 13:37:00
14039,"3",0,152.2,1,32.9597222222222,152.2,1,2011-11-06 13:48:00
14040,"1",0,3614.92,12,40.0055555555556,301.243333333333,1.5,2011-10-30 12:42:00
14041,"3",1,141.41,1,265.975694444444,141.41,1,2011-03-18 13:25:00
14044,"2",0,652.82,4,26.03125,163.205,1,2011-11-13 12:05:00
14045,"3",1,1659.75,4,108.890972222222,414.9375,1.33333333333333,2011-08-22 15:27:00
14046,"3",1,154.99,1,283.918055555556,154.99,1,2011-02-28 14:48:00
14047,"2",0,1308.61,5,8.04652777777778,261.722,1,2011-12-01 11:43:00
14048,"2",1,409.93,1,304.914583333333,409.93,1,2011-02-07 14:53:00
14049,"1",0,5681.72,4,16.0208333333333,1420.43,1,2011-11-23 12:20:00
14050,"2",0,746.36,2,31.1180555555556,373.18,1,2011-11-08 10:00:00
14051,"1",0,15610.39,23,0.104166666666667,678.712608695652,1.76923076923077,2011-12-09 10:20:00
14052,"2",0,225.36,1,19.0138888888889,225.36,1,2011-11-20 12:30:00
14053,"3",1,260.25,2,123.932638888889,130.125,1,2011-08-07 14:27:00
14054,"3",1,92.46,1,64.8756944444444,92.46,1,2011-10-05 15:49:00
14055,"2",1,725.64,1,105.906944444444,725.64,1,2011-08-25 15:04:00
14056,"1",0,8214.65,23,0.968055555555556,357.158695652174,2.09090909090909,2011-12-08 13:36:00
14057,"1",0,6217.96,17,23.0958333333333,365.762352941176,1.54545454545455,2011-11-16 10:32:00
14059,"3",1,183.6,1,266.113888888889,183.6,1,2011-03-18 10:06:00
14060,"1",0,6140.42,19,4.01458333333333,323.18,1.46153846153846,2011-12-05 12:29:00
14062,"1",0,10464.85,12,9.11527777777778,872.070833333333,1.5,2011-11-30 10:04:00
14064,"1",0,1353.74,5,28.9833333333333,270.748,1.25,2011-11-10 13:14:00
14066,"3",1,152.55,1,266.020138888889,152.55,1,2011-03-18 12:21:00
14067,"2",0,374.7,2,63.1034722222222,187.35,1,2011-10-07 10:21:00
14068,"3",1,265.85,1,319.866666666667,265.85,1,2011-01-23 16:02:00
14071,"1",0,1438.82,8,3.01597222222222,179.8525,2,2011-12-06 12:27:00
14073,"3",0,151.04,1,31.8756944444444,151.04,1,2011-11-07 15:49:00
14075,"2",0,942.26,3,4.175,314.086666666667,1,2011-12-05 08:38:00
14076,"2",1,122.47,1,128.896527777778,122.47,1,2011-08-02 15:19:00
14077,"2",0,499.42,5,40.0104166666667,99.884,1,2011-10-30 12:35:00
14078,"2",1,1049.37,6,101.023611111111,174.895,1,2011-08-30 12:16:00
14079,"2",1,375.1,1,124.027777777778,375.1,1,2011-08-07 12:10:00
14080,"3",1,45.6,1,32.0701388888889,45.6,1,2011-11-07 11:09:00
14081,"2",1,934.52,2,301.85625,467.26,1,2011-02-10 16:17:00
14082,"3",1,182.25,1,364.075,182.25,1,2010-12-10 11:02:00
14083,"1",0,1018.43,9,3.98333333333333,113.158888888889,1.5,2011-12-05 13:14:00
14085,"1",0,4448.54,18,1.96111111111111,247.141111111111,1.8,2011-12-07 13:46:00
14087,"2",0,194.42,1,2.00625,194.42,1,2011-12-07 12:41:00
14088,"1",0,50491.81,13,9.85694444444444,3883.98538461538,2.16666666666667,2011-11-29 16:16:00
14089,"3",0,161,1,56.0916666666667,161,1,2011-10-14 10:38:00
14090,"3",1,76.32,1,324.082638888889,76.32,1,2011-01-19 10:51:00
14092,"1",0,4076.91,14,7.02569444444444,291.207857142857,1.27272727272727,2011-12-02 12:13:00
14093,"2",0,442.85,1,11.8493055555556,442.85,1,2011-11-27 16:27:00
14096,"1",0,65164.79,17,3.81458333333333,3833.22294117647,3.4,2011-12-05 17:17:00
14098,"2",0,147.35,1,36.1090277777778,147.35,1,2011-11-03 10:13:00
14099,"1",0,3104.17,11,15.95625,282.197272727273,1.1,2011-11-23 13:53:00
14100,"3",1,194.9,1,137.075694444444,194.9,1,2011-07-25 11:01:00
14101,"1",0,5976.79,6,73.0152777777778,996.131666666667,1,2011-09-27 12:28:00
14102,"1",0,1360.28,5,4.88333333333333,272.056,1.66666666666667,2011-12-04 15:38:00
14104,"3",1,216.21,2,154,108.105,1,2011-07-08 12:50:00
14105,"2",1,1266.23,1,238.786111111111,1266.23,1,2011-04-14 17:58:00
14107,"1",0,2703.23,7,51.0263888888889,386.175714285714,1,2011-10-19 12:12:00
14108,"2",0,597.91,2,30.0895833333333,298.955,1,2011-11-09 10:41:00
14109,"3",0,144.2,1,72.1055555555556,144.2,1,2011-09-28 10:18:00
14110,"1",0,5683.15,12,3.01666666666667,473.595833333333,1.33333333333333,2011-12-06 12:26:00
14111,"3",0,692.85,4,13.9625,173.2125,1,2011-11-25 13:44:00
14112,"1",0,2915.15,7,22.0138888888889,416.45,1.4,2011-11-17 12:30:00
14113,"1",0,1840.42,4,3.02222222222222,460.105,1,2011-12-06 12:18:00
14114,"3",1,386.53,2,273.130555555556,193.265,1,2011-03-11 09:42:00
14116,"1",0,1382.74,5,19.0979166666667,276.548,1.25,2011-11-20 10:29:00
14117,"3",1,90,1,143.125694444444,90,1,2011-07-19 09:49:00
14121,"1",0,2780.15,4,3.02152777777778,695.0375,1.33333333333333,2011-12-06 12:19:00
14124,"2",0,419.58,1,83.9708333333333,419.58,1,2011-09-16 13:32:00
14125,"1",0,2740.43,3,10.0020833333333,913.476666666667,1.5,2011-11-29 12:47:00
14126,"2",0,706.13,3,7.04513888888889,235.376666666667,1.5,2011-12-02 11:45:00
14127,"2",1,709.71,3,122.084027777778,236.57,1,2011-08-09 10:49:00
14128,"2",0,637.5,2,60.0347222222222,318.75,1,2011-10-10 12:00:00
14129,"2",0,1123.86,5,1.075,224.772,1.25,2011-12-08 11:02:00
14130,"2",1,483.86,1,318.864583333333,483.86,1,2011-01-24 16:05:00
14132,"1",0,3586.03,11,1.96875,326.002727272727,1.57142857142857,2011-12-07 13:35:00
14133,"2",1,605.64,3,129.052777777778,201.88,1.5,2011-08-02 11:34:00
14135,"1",0,4690.31,15,1.05,312.687333333333,1.875,2011-12-08 11:38:00
14138,"2",0,982.38,2,1.00416666666667,491.19,1,2011-12-08 12:44:00
14139,"2",0,415.82,1,45.9694444444444,415.82,1,2011-10-24 13:34:00
14140,"2",0,935.05,2,3.15625,467.525,1,2011-12-06 09:05:00
14141,"2",0,915.13,4,2.12291666666667,228.7825,1,2011-12-07 09:53:00
14142,"3",1,311.81,1,372.845138888889,311.81,1,2010-12-01 16:33:00
14143,"3",1,115.8,1,133.126388888889,115.8,1,2011-07-29 09:48:00
14145,"1",0,3742.2,4,46.0277777777778,935.55,1.33333333333333,2011-10-24 12:10:00
14146,"1",0,4191,5,8.10555555555556,838.2,1.25,2011-12-01 10:18:00
14147,"3",0,483.4,2,77.7777777777778,241.7,1,2011-09-22 18:10:00
14148,"3",1,157.2,1,233.033333333333,157.2,1,2011-04-20 12:02:00
14149,"2",1,446.62,1,220.129166666667,446.62,1,2011-05-03 09:44:00
14150,"2",0,658.64,2,35.1145833333333,329.32,1,2011-11-04 10:05:00
14152,"2",0,621.29,2,74.9972222222222,310.645,1,2011-09-25 12:54:00
14154,"2",1,1345.62,2,238.85,672.81,2,2011-04-14 16:26:00
14155,"3",1,118.75,1,265.942361111111,118.75,1,2011-03-18 14:13:00
14156,"1",0,117379.63,55,9.08055555555556,2134.17509090909,4.58333333333333,2011-11-30 10:54:00
14157,"2",0,432.88,2,19.0541666666667,216.44,1,2011-11-20 11:32:00
14158,"2",0,507.66,1,39.9041666666667,507.66,1,2011-10-30 15:08:00
14159,"1",0,4693.01,11,19.0097222222222,426.637272727273,1.57142857142857,2011-11-20 12:36:00
14161,"2",1,1110.52,3,215.047916666667,370.173333333333,1,2011-05-08 11:41:00
14162,"3",1,289.36,2,173.051388888889,144.68,1,2011-06-19 11:36:00
14163,"1",0,2445.91,4,86.8972222222222,611.4775,1,2011-09-13 15:18:00
14164,"2",0,1631.77,2,70.0180555555555,815.885,2,2011-09-30 12:24:00
14165,"3",1,122.54,1,275.007638888889,122.54,1,2011-03-09 12:39:00
14167,"2",0,574.84,4,38.93125,143.71,1,2011-10-31 14:29:00
14171,"2",1,363.79,1,97.8381944444444,363.79,1,2011-09-02 16:43:00
14173,"2",0,450.84,4,10.0388888888889,112.71,1.33333333333333,2011-11-29 11:54:00
14174,"2",0,134.46,1,32.98125,134.46,1,2011-11-06 13:17:00
14175,"1",0,3222.3,3,59.0381944444444,1074.1,1,2011-10-11 11:55:00
14176,"3",1,576.9,4,296.984722222222,144.225,1.33333333333333,2011-02-15 13:12:00
14177,"2",0,559.41,4,85.9020833333333,139.8525,2,2011-09-14 15:11:00
14178,"1",0,1620.93,7,8.03402777777778,231.561428571429,1.16666666666667,2011-12-01 12:01:00
14179,"2",0,719.78,2,40.0298611111111,359.89,2,2011-10-30 12:07:00
14180,"1",0,4748.52,25,10.0791666666667,189.9408,2.08333333333333,2011-11-29 10:56:00
14184,"2",0,452.89,1,66.0048611111111,452.89,1,2011-10-04 12:43:00
14185,"3",1,197.65,1,330.956944444444,197.65,1,2011-01-12 13:52:00
14188,"1",0,2054.36,6,30.0034722222222,342.393333333333,1,2011-11-09 12:45:00
14189,"1",0,4654.08,15,1.87152777777778,310.272,1.25,2011-12-07 15:55:00
14191,"1",0,4684.76,13,1.14375,360.366153846154,1.625,2011-12-08 09:23:00
14193,"2",0,853.39,2,67.1361111111111,426.695,1,2011-10-03 09:34:00
14194,"1",0,11349.52,21,4.09166666666667,540.453333333333,2.1,2011-12-05 10:38:00
14195,"3",1,1012,2,201.097916666667,506,1,2011-05-22 10:29:00
14196,"3",1,335.52,1,106.100694444444,335.52,1,2011-08-25 10:25:00
14198,"2",0,701.4,4,17.84375,175.35,1,2011-11-21 16:35:00
14199,"3",1,185.4,1,217.9625,185.4,1,2011-05-05 13:44:00
14201,"2",0,747.44,7,59.9743055555556,106.777142857143,1,2011-10-10 13:27:00
14204,"2",0,161.03,1,1.96666666666667,161.03,1,2011-12-07 13:38:00
14205,"2",0,466.7,2,16.0798611111111,233.35,1,2011-11-23 10:55:00
14206,"2",1,328.16,1,238.841666666667,328.16,1,2011-04-14 16:38:00
14208,"3",1,151.74,1,94.0013888888889,151.74,1,2011-09-06 12:48:00
14209,"1",0,2073.43,6,10.1055555555556,345.571666666667,1,2011-11-29 10:18:00
14210,"1",1,1905.84,6,105.009722222222,317.64,1,2011-08-26 12:36:00
14211,"1",0,2241.1,9,52.9770833333333,249.011111111111,1.8,2011-10-17 13:23:00
14212,"2",0,1070.48,1,89.0034722222222,1070.48,1,2011-09-11 12:45:00
14214,"2",0,1004.38,5,30.0965277777778,200.876,1,2011-11-09 10:31:00
14215,"1",0,1789.72,6,11.0215277777778,298.286666666667,1.2,2011-11-28 12:19:00
14216,"1",0,1839.3,4,2.9125,459.825,2,2011-12-06 14:56:00
14217,"1",0,2004.98,17,1.03958333333333,117.94,1.41666666666667,2011-12-08 11:53:00
14218,"3",0,169.48,1,42.1180555555556,169.48,1,2011-10-28 10:00:00
14219,"3",1,89.94,1,3.85208333333333,89.94,1,2011-12-05 16:23:00
14220,"2",1,632.4,2,246.977083333333,316.2,1,2011-04-06 13:23:00
14221,"1",0,3432.8,9,41.9638888888889,381.422222222222,1.28571428571429,2011-10-28 13:42:00
14222,"2",1,683.17,1,176.838888888889,683.17,1,2011-06-15 16:42:00
14223,"2",1,991.13,3,91.9666666666667,330.376666666667,1,2011-09-08 13:38:00
14224,"2",1,1050.12,4,109.976388888889,262.53,1,2011-08-21 13:24:00
14226,"1",0,2232.19,5,28.0527777777778,446.438,1.25,2011-11-11 11:34:00
14227,"1",0,3350.96,10,25.8763888888889,335.096,2,2011-11-13 15:48:00
14229,"2",0,1547.2,3,51.1152777777778,515.733333333333,1,2011-10-19 10:04:00
14231,"2",1,925.71,3,183.072916666667,308.57,1,2011-06-09 11:05:00
14232,"1",0,2048.07,5,42.0701388888889,409.614,1,2011-10-28 11:09:00
14233,"2",0,1462.72,4,48.8722222222222,365.68,1,2011-10-21 15:54:00
14234,"2",0,775.46,4,21.7895833333333,193.865,2,2011-11-17 17:53:00
14235,"1",0,3144.86,5,74.9256944444444,628.972,1.25,2011-09-25 14:37:00
14236,"2",0,490.86,2,80.1506944444444,245.43,1,2011-09-20 09:13:00
14237,"3",1,161,1,372.979166666667,161,1,2010-12-01 13:20:00
14238,"3",1,146.85,1,325.923611111111,146.85,1,2011-01-17 14:40:00
14239,"1",0,2380.85,11,42.9236111111111,216.440909090909,1.375,2011-10-27 14:40:00
14240,"2",0,890.34,2,29.9618055555556,445.17,1,2011-11-09 13:45:00
14241,"3",1,213.7,1,183.044444444444,213.7,1,2011-06-09 11:46:00
14242,"3",1,280.55,2,234.044444444444,140.275,1,2011-04-19 11:46:00
14243,"1",0,2588.77,10,8.06805555555556,258.877,1.11111111111111,2011-12-01 11:12:00
14245,"2",1,1693.45,2,219.173611111111,846.725,1,2011-05-04 08:40:00
14246,"2",1,1474.06,3,110.041666666667,491.353333333333,1,2011-08-21 11:50:00
14247,"3",1,136.77,1,277.895138888889,136.77,1,2011-03-06 15:21:00
14248,"3",1,302.58,1,317.920138888889,302.58,1,2011-01-25 14:45:00
14250,"1",0,1904.05,3,6.93055555555556,634.683333333333,1.5,2011-12-02 14:30:00
14251,"1",0,2879.7,5,1.17916666666667,575.94,1.66666666666667,2011-12-08 08:32:00
14256,"2",1,969.06,2,259.98125,484.53,1,2011-03-24 13:17:00
14257,"1",0,3099.72,5,63.8305555555556,619.944,1,2011-10-06 16:54:00
14258,"1",0,12669.98,9,8.89097222222222,1407.77555555556,1.125,2011-11-30 15:27:00
14259,"3",1,120,1,141.0875,120,1,2011-07-21 10:44:00
14261,"2",0,1163.45,2,50.1152777777778,581.725,1,2011-10-20 10:04:00
14262,"1",0,2618.23,8,7.93958333333333,327.27875,1.14285714285714,2011-12-01 14:17:00
14264,"3",1,333.97,2,154.104166666667,166.985,1,2011-07-08 10:20:00
14265,"2",1,530.18,2,108.970833333333,265.09,1,2011-08-22 13:32:00
14267,"2",1,1516.24,3,162.111805555556,505.413333333333,1.5,2011-06-30 10:09:00
14270,"2",1,492.65,1,331.136805555556,492.65,1,2011-01-12 09:33:00
14271,"3",1,112.32,1,225.002083333333,112.32,1,2011-04-28 12:47:00
14272,"2",0,437.96,2,73.1125,218.98,1,2011-09-27 10:08:00
14273,"2",0,559.97,4,50.9791666666667,139.9925,1,2011-10-19 13:20:00
14276,"2",1,1119.74,3,98.1284722222222,373.246666666667,1,2011-09-02 09:45:00
14277,"1",0,4216.2,3,14.9090277777778,1405.4,1.5,2011-11-24 15:01:00
14280,"3",1,134.04,1,196.092361111111,134.04,1,2011-05-27 10:37:00
14282,"1",0,3729.34,15,2.82361111111111,248.622666666667,1.66666666666667,2011-12-06 17:04:00
14284,"2",0,595.25,2,30.19375,297.625,1,2011-11-09 08:11:00
14285,"2",0,1910.01,4,20.9166666666667,477.5025,1.33333333333333,2011-11-18 14:50:00
14286,"1",0,4628.75,3,23.0944444444444,1542.91666666667,1,2011-11-16 10:34:00
14287,"3",0,176.63,3,7.97569444444444,58.8766666666667,1.5,2011-12-01 13:25:00
14288,"2",1,426.6,1,212.977777777778,426.6,1,2011-05-10 13:22:00
14289,"2",0,911.26,6,8.04583333333333,151.876666666667,1,2011-12-01 11:44:00
14290,"1",0,2314.65,5,10.95,462.93,1.25,2011-11-28 14:02:00
14291,"1",0,3883.25,11,1.1,353.022727272727,1.83333333333333,2011-12-08 10:26:00
14292,"1",0,4871.93,9,7.04166666666667,541.325555555556,1.5,2011-12-02 11:50:00
14293,"2",0,1046.56,4,2.89791666666667,261.64,1,2011-12-06 15:17:00
14295,"3",0,166.2,1,39.875,166.2,1,2011-10-30 15:50:00
14297,"1",0,1305.33,4,17.1555555555556,326.3325,1.33333333333333,2011-11-22 09:06:00
14298,"1",0,51527.3,44,7.98472222222222,1171.075,3.38461538461538,2011-12-01 13:12:00
14299,"1",0,3965.62,9,7.86458333333333,440.624444444444,1.28571428571429,2011-12-01 16:05:00
14300,"3",1,43.2,1,18.1618055555556,43.2,1,2011-11-21 08:57:00
14301,"2",1,640.14,1,116.886805555556,640.14,1,2011-08-14 15:33:00
14304,"2",1,383.45,1,222.041666666667,383.45,1,2011-05-01 11:50:00
14305,"1",0,1858.96,3,70.8895833333333,619.653333333333,1,2011-09-29 15:29:00
14306,"2",0,2093.32,2,50.9770833333333,1046.66,1,2011-10-19 13:23:00
14307,"1",0,2995.72,6,88.1333333333333,499.286666666667,1.2,2011-09-12 09:38:00
14309,"1",0,2352.53,9,7.97013888888889,261.392222222222,1.28571428571429,2011-12-01 13:33:00
14311,"2",1,310.26,1,242.108333333333,310.26,1,2011-04-11 10:14:00
14312,"1",0,1611.59,6,46.1277777777778,268.598333333333,1,2011-10-24 09:46:00
14314,"3",1,120,1,106.090972222222,120,1,2011-08-25 10:39:00
14315,"1",0,2481.13,6,44.0305555555556,413.521666666667,1.2,2011-10-26 12:06:00
14317,"2",0,508.58,1,64.0875,508.58,1,2011-10-06 10:44:00
14320,"2",1,477.79,2,206.143055555556,238.895,1,2011-05-17 09:24:00
14321,"1",0,1530.75,5,10.1270833333333,306.15,1,2011-11-29 09:47:00
14323,"2",1,605.06,2,114.050694444444,302.53,1,2011-08-17 11:37:00
14326,"3",1,183.85,1,241.906944444444,183.85,1,2011-04-11 15:04:00
14327,"3",1,311.65,1,162.952777777778,311.65,1,2011-06-29 13:58:00
14329,"1",0,5014.84,7,16.875,716.405714285714,1.16666666666667,2011-11-22 15:50:00
14331,"2",1,462.66,2,123.98125,231.33,1,2011-08-07 13:17:00
14332,"2",0,866.31,3,22.0388888888889,288.77,1,2011-11-17 11:54:00
14333,"2",0,415.2,1,67.0916666666667,415.2,1,2011-10-03 10:38:00
14334,"1",0,2552.21,8,16.1173611111111,319.02625,1,2011-11-23 10:01:00
14335,"2",0,468.26,2,15.9645833333333,234.13,1,2011-11-23 13:41:00
14336,"1",0,1614.91,4,16.0486111111111,403.7275,1.33333333333333,2011-11-23 11:40:00
14338,"2",1,588.22,2,160.945833333333,294.11,1,2011-07-01 14:08:00
14339,"3",1,309.52,1,242.072222222222,309.52,1,2011-04-11 11:06:00
14340,"3",1,134.7,1,218.129166666667,134.7,1,2011-05-05 09:44:00
14341,"1",0,2182.28,8,44.8763888888889,272.785,1.6,2011-10-25 15:48:00
14342,"2",0,668.56,4,20.9784722222222,167.14,1.33333333333333,2011-11-18 13:21:00
14344,"2",1,889.93,8,126.957638888889,111.24125,1.6,2011-08-04 13:51:00
14345,"3",0,108.98,1,38.1243055555556,108.98,1,2011-11-01 09:51:00
14346,"2",1,1021.58,2,120.127083333333,510.79,1,2011-08-11 09:47:00
14348,"2",1,409.57,1,259.852083333333,409.57,1,2011-03-24 16:23:00
14349,"2",0,133.5,1,9.88263888888889,133.5,1,2011-11-29 15:39:00
14350,"3",1,282.93,1,273.941666666667,282.93,1,2011-03-10 14:14:00
14351,"3",1,51,1,164.0375,51,1,2011-06-28 11:56:00
14352,"2",1,1078.96,4,156.88125,269.74,1.33333333333333,2011-07-05 15:41:00
14353,"3",1,90.6,1,214.863888888889,90.6,1,2011-05-08 16:06:00
14354,"3",0,163.62,2,5.05416666666667,81.81,1,2011-12-04 11:32:00
14355,"3",1,174.4,1,365.023611111111,174.4,1,2010-12-09 12:16:00
14356,"2",0,701.23,2,79.1472222222222,350.615,2,2011-09-21 09:18:00
14357,"2",0,225.77,1,42.8520833333333,225.77,1,2011-10-27 16:23:00
14359,"2",0,912.18,3,18.98125,304.06,1,2011-11-20 13:17:00
14360,"1",0,2128.23,4,31.1513888888889,532.0575,1.33333333333333,2011-11-08 09:12:00
14362,"2",0,161.2,1,21.9041666666667,161.2,1,2011-11-17 15:08:00
14364,"1",1,3717.35,8,108.075694444444,464.66875,2,2011-08-23 11:01:00
14367,"1",0,9261.52,16,7.97986111111111,578.845,1.77777777777778,2011-12-01 13:19:00
14368,"3",1,155,1,319.123611111111,155,1,2011-01-24 09:52:00
14371,"3",1,100.5,1,294.84375,100.5,1,2011-02-17 16:35:00
14373,"3",1,76.55,1,357.881944444444,76.55,1,2010-12-16 15:40:00
14375,"2",1,257.68,1,184.9625,257.68,1,2011-06-07 13:44:00
14377,"3",1,617.05,2,190.970833333333,308.525,1,2011-06-01 13:32:00
14379,"2",0,348.1,2,43.8381944444444,174.05,1,2011-10-26 16:43:00
14381,"2",0,202.68,1,51.8194444444444,202.68,1,2011-10-18 17:10:00
14382,"2",0,626.07,1,25.8555555555556,626.07,1,2011-11-13 16:18:00
14383,"2",0,1247.69,3,37.8729166666667,415.896666666667,1,2011-11-01 15:53:00
14385,"3",0,202.11,3,8.88472222222222,67.37,3,2011-11-30 15:36:00
14386,"3",1,142.4,1,296.128472222222,142.4,1,2011-02-16 09:45:00
14387,"1",0,1770.56,3,32.0145833333333,590.186666666667,1,2011-11-07 12:29:00
14388,"1",0,3212.84,8,9.97083333333333,401.605,1.14285714285714,2011-11-29 13:32:00
14389,"2",0,1043.46,2,64.8979166666667,521.73,1,2011-10-05 15:17:00
14390,"1",0,4652.82,9,9.95902777777778,516.98,1.5,2011-11-29 13:49:00
14393,"3",1,67.95,1,217.773611111111,67.95,1,2011-05-05 18:16:00
14395,"1",0,3507.71,9,1.92777777777778,389.745555555556,1,2011-12-07 14:34:00
14396,"2",0,487.99,2,64.8618055555555,243.995,1,2011-10-05 16:09:00
14397,"1",0,2612.96,19,2.14444444444444,137.524210526316,2.375,2011-12-07 09:22:00
14400,"2",1,574.7,1,148.875,574.7,1,2011-07-13 15:50:00
14401,"1",0,4051.48,13,3.97222222222222,311.652307692308,1.625,2011-12-05 13:30:00
14403,"2",1,1475.81,4,129.995138888889,368.9525,1,2011-08-01 12:57:00
14404,"1",0,1474.32,6,33.0138888888889,245.72,1,2011-11-06 12:30:00
14406,"3",1,156.75,1,118.830555555556,156.75,1,2011-08-12 16:54:00
14407,"1",1,2157.73,6,106.95,359.621666666667,1.5,2011-08-24 14:02:00
14408,"1",0,2606.53,7,10.0479166666667,372.361428571429,1.16666666666667,2011-11-29 11:41:00
14409,"1",0,2059.45,6,70.7722222222222,343.241666666667,1.2,2011-09-29 18:18:00
14410,"1",1,1105.07,9,91.9041666666667,122.785555555556,1.5,2011-09-08 15:08:00
14411,"2",1,1063,1,310.079166666667,1063,1,2011-02-02 10:56:00
14412,"2",0,770.03,2,42.0868055555556,385.015,1,2011-10-28 10:45:00
14413,"3",1,122.7,1,361.967361111111,122.7,1,2010-12-12 13:37:00
14414,"1",1,1496.98,7,91.0284722222222,213.854285714286,1.75,2011-09-09 12:09:00
14415,"1",0,5900.28,13,0.925,453.867692307692,1.08333333333333,2011-12-08 14:38:00
14416,"2",0,490.22,2,21.8944444444444,245.11,1,2011-11-17 15:22:00
14418,"1",0,1937.25,3,3.04930555555556,645.75,1,2011-12-06 11:39:00
14419,"1",0,1058.06,6,10.0611111111111,176.343333333333,1.2,2011-11-29 11:22:00
14420,"2",1,387.52,1,98.7798611111111,387.52,1,2011-09-01 18:07:00
14421,"2",0,813.11,2,56.9763888888889,406.555,1,2011-10-13 13:24:00
14422,"1",0,4263.64,6,0.0583333333333333,710.606666666667,1,2011-12-09 11:26:00
14423,"3",1,265.2,1,217.901388888889,265.2,1,2011-05-05 15:12:00
14424,"3",0,322.08,1,17.0430555555556,322.08,1,2011-11-22 11:48:00
14426,"1",0,4481.67,10,23.0173611111111,448.167,2,2011-11-16 12:25:00
14427,"2",0,363.34,2,49.9354166666667,181.67,2,2011-10-20 14:23:00
14428,"1",0,1244.83,5,6.98125,248.966,1,2011-12-02 13:17:00
14431,"2",1,470.36,1,302.090277777778,470.36,1,2011-02-10 10:40:00
14432,"1",0,2255.51,6,9.19861111111111,375.918333333333,2,2011-11-30 08:04:00
14434,"3",0,1372.8,6,21.1625,228.8,2,2011-11-18 08:56:00
14436,"3",1,89.06,1,98.1090277777778,89.06,1,2011-09-02 10:13:00
14437,"3",1,63,1,365.140972222222,63,1,2010-12-09 09:27:00
14438,"3",1,131.9,1,305.9125,131.9,1,2011-02-06 14:56:00
14439,"2",1,2661.24,1,319.049305555556,2661.24,1,2011-01-24 11:39:00
14440,"1",0,2357.68,5,7.88055555555556,471.536,1,2011-12-01 15:42:00
14441,"2",0,1712.89,4,0.154861111111111,428.2225,1,2011-12-09 09:07:00
14442,"2",1,1589.82,2,204.051388888889,794.91,1,2011-05-19 11:36:00
14443,"1",0,1420.2,4,53.1111111111111,355.05,1,2011-10-17 10:10:00
14446,"1",0,1039.58,4,0.0527777777777778,259.895,1,2011-12-09 11:34:00
14447,"2",0,1163.23,5,18.1819444444444,232.646,1.25,2011-11-21 08:28:00
